Spanish Word,ira,anticipacion,disgusto,miedo,alegria,negativo,positivo,tristeza,sorpresa,confianza
amenidad,0,0,0,0,0,0,1,0,0,0
amigable,0,1,0,0,1,0,1,0,0,1
amigo,0,1,0,0,1,0,1,0,0,1
amistad,0,0,0,0,1,0,1,0,0,1
amistoso,0,0,0,0,1,0,1,0,0,0
amnesia,0,0,0,0,0,1,0,0,0,0
amnistia,0,0,0,0,1,0,1,0,0,0
amoblar,0,0,0,0,0,0,0,0,0,0
amoladora,0,0,0,0,0,0,0,0,0,0
amonestacion,0,0,0,1,0,1,0,0,0,0
amoniaco,0,0,1,0,0,0,0,0,0,0
amor,0,0,0,0,1,0,1,0,0,0
amorfo,0,0,0,0,0,0,0,0,0,0
amortizacion,0,0,0,0,0,0,0,0,0,1
ampersand,0,0,0,0,0,0,0,0,0,0
ampliacion,0,0,0,0,0,0,0,0,0,0
ampliamente,0,0,0,0,0,0,0,0,0,0
amplificacion,0,0,0,0,0,0,0,0,0,0
amplificar,0,0,0,0,0,0,0,0,0,0
amplio,0,0,0,0,0,0,0,0,0,0
amplitud,0,0,0,0,0,0,0,0,0,0
ampolla,0,0,1,0,0,1,0,0,0,0
amputacion,0,0,0,0,0,0,0,0,0,0
amuleto,0,0,0,0,0,0,0,0,0,0
ana,0,0,0,0,0,0,0,0,0,0
anaconda,0,0,1,1,0,1,0,0,0,0
anal,0,0,0,0,0,1,0,0,0,0
anales,0,0,0,0,0,0,0,0,0,0
analfabeto,0,0,1,0,0,1,0,0,0,0
analgesico,0,0,0,0,0,0,0,0,0,0
analisis,0,0,0,0,0,0,0,0,0,0
analisis de orina,0,0,0,0,0,0,0,0,0,0
analista,0,1,0,0,0,0,1,0,0,1
analitico,0,0,0,0,0,0,0,0,0,0
analizador,0,0,0,0,0,0,0,0,0,0
analizar,0,0,0,0,0,0,0,0,0,0
analizar gramaticalmente,0,0,0,0,0,0,0,0,0,0
analogia,0,0,0,0,0,0,0,0,0,0
analogo,0,0,0,0,0,0,0,0,0,0
anarquia,1,0,0,1,0,1,0,0,0,0
anarquismo,1,0,0,1,0,1,0,0,0,0
anarquista,1,0,0,1,0,1,0,0,0,0
anastomosis,0,0,0,0,0,0,0,0,0,0
anatema,1,0,1,1,0,1,0,1,0,0
anatomia,0,0,0,0,0,0,0,0,0,0
anatomico,0,0,0,0,0,0,0,0,0,0
ancestral,0,0,0,0,0,0,0,0,0,1
ancho,0,0,0,0,0,0,0,0,0,0
ancianos,0,0,0,0,0,0,1,0,0,1
ancla,0,0,0,0,0,0,1,0,0,0
anclaje,0,0,0,0,0,0,1,1,0,0
andamio,0,0,0,1,0,1,0,0,0,0
andante,0,0,0,0,0,1,0,0,0,0
androgino,0,0,0,0,0,0,0,0,0,0
anemona,0,0,0,0,0,0,0,0,0,0
anestesia,0,0,0,0,0,0,0,0,0,0
anestesico,0,0,0,0,0,0,0,0,0,0
anexidades,0,0,0,0,0,0,0,0,0,0
anexion,0,0,0,0,0,0,0,0,0,0
anexo,0,0,1,0,0,1,0,0,0,0
anfetaminas,0,0,1,0,0,1,0,0,0,0
anfibio,0,0,0,0,0,0,0,0,0,0
anfiteatro,0,0,0,0,0,0,0,0,0,0
angel,0,1,0,0,1,0,1,0,1,1
angelical,0,0,0,0,1,0,1,0,0,1
angina de pecho,0,0,0,1,0,1,0,0,0,0
anginas,0,0,0,0,0,0,0,0,0,0
angiografia,0,0,0,0,0,0,0,0,0,0
angosto,0,0,0,0,0,0,0,0,0,0
anguila,0,0,0,1,0,0,0,0,0,0
angular,0,0,0,0,0,0,0,0,0,0
angulo,0,0,0,0,0,0,0,0,0,0
angustia,1,0,1,1,0,1,0,1,1,0
angustioso,1,0,0,1,0,1,0,0,0,0
anhelante,0,0,0,0,0,0,0,0,0,0
anhelo,0,1,0,0,1,1,1,0,0,1
anhidro,0,0,0,0,0,0,0,0,0,0
anillo,0,0,0,0,0,0,0,0,0,0
anima,0,0,0,0,0,0,0,0,0,0
animacion,0,0,0,0,0,0,0,0,0,0
animado,0,0,0,0,1,0,1,0,0,0
animal,0,0,0,0,0,0,0,0,0,0
animar,0,0,0,0,1,0,1,0,1,1
animo,0,1,0,0,1,0,1,0,0,1
animosidad,1,0,1,1,0,1,0,1,0,0
aniquilacion,1,0,0,1,0,1,0,1,0,0
aniquilado,1,0,0,1,0,1,0,1,0,0
aniquilar,1,0,0,1,0,1,0,0,0,0
aniversario,0,0,0,0,1,0,1,0,1,0
anochecer,0,0,0,0,0,0,0,0,0,0
anomalia,0,0,0,1,0,1,0,0,1,0
anomalo,0,0,0,0,0,0,0,0,0,0
anonimo,0,0,0,0,0,1,0,0,0,0
anormal,0,0,1,0,0,1,0,0,0,0
anotacion,0,0,0,0,0,0,0,0,0,0
anotar,0,0,0,0,0,0,0,0,0,0
ansiedad,1,1,0,1,0,1,0,1,0,0
ansioso,0,1,0,0,1,0,1,0,1,1
antagonismo,1,0,0,0,0,1,0,0,0,0
antagonista,1,0,1,0,0,1,0,0,0,0
antaño,0,0,0,0,0,0,0,0,0,0
ante todo,0,0,0,0,0,0,0,0,0,0
antebrazo,1,1,0,0,0,0,0,0,0,0
antecedente,0,0,0,0,0,0,0,0,0,0
antecedentes,0,0,0,0,0,0,0,0,0,0
antecristo,1,0,1,1,0,1,0,0,0,0
antedicho,0,0,0,0,0,0,0,0,0,0
antena,0,0,0,0,0,0,0,0,0,0
antepasado,0,0,0,0,0,0,0,0,0,0
antepasados,0,0,0,0,1,0,1,0,0,1
anterior,0,0,0,0,0,0,0,0,0,0
anteriormente mencionado,0,0,0,0,0,0,1,0,0,0
antes de,0,0,0,0,0,0,0,0,0,0
antibiotico,0,0,0,0,0,0,0,0,0,0
antibioticos,0,0,0,0,0,0,1,0,0,0
anticipacion,0,1,0,0,0,0,0,0,0,0
anticipado,0,1,0,0,0,0,0,0,0,0
anticuado,0,0,0,0,0,1,0,0,0,0
anticuario,0,0,0,0,0,0,0,0,0,0
antidoto,0,1,0,0,0,0,1,0,0,1
antieconomico,1,0,1,0,0,1,0,1,0,0
antifungico,0,0,0,0,0,0,1,0,0,1
antiguo,0,0,0,0,0,1,0,0,0,0
antiguo alumno,0,0,0,0,0,0,0,0,0,0
antigüedad,0,0,0,0,0,0,1,0,0,1
antilope,0,0,0,0,0,0,0,0,0,0
antimonio,0,0,0,0,0,0,0,0,0,0
antinatural,0,0,1,1,0,1,0,0,0,0
antipatia,1,0,1,0,0,1,0,0,0,0
antipatico,1,0,1,1,0,1,0,1,0,0
antiseptico,0,0,0,0,0,0,1,0,0,1
antisocial,1,0,1,1,0,1,0,1,0,0
antitesis,1,0,0,0,0,1,0,0,0,0
antitetico,0,0,0,0,0,0,0,0,0,0
antivirico,0,0,0,0,0,0,0,0,0,0
antojo,0,1,0,0,0,0,0,0,0,0
antologia,0,0,0,0,0,0,0,0,0,0
antorcha,0,0,0,0,0,0,0,0,0,0
antrax,0,0,1,1,0,1,0,1,0,0
antropologia,0,0,0,0,0,0,0,0,0,0
anual,0,0,0,0,0,0,0,0,0,0
anualidad,0,0,0,0,0,0,0,0,0,0
anuario,0,0,0,0,0,0,0,0,0,0
anudado,0,0,0,0,0,1,0,0,0,0
anulacion,0,0,0,0,0,1,0,1,0,0
anular,0,0,0,0,0,1,0,0,1,0
anular una hipoteca,0,0,0,1,0,1,0,1,0,0
anunciar,0,0,0,0,0,0,0,0,0,0
anuncio,0,1,0,0,0,0,0,0,0,0
anuncio publicitario,0,0,0,0,0,0,0,0,0,0
anverso,0,0,0,0,0,0,0,0,0,0
aorta,0,0,0,0,0,0,0,0,0,0
aovado,0,0,0,0,0,0,0,0,0,0
apache,0,0,0,1,0,1,0,0,0,0
apaciguar,0,0,0,0,0,0,0,0,0,0
apagador,0,0,0,0,0,1,0,0,0,0
aparador,0,0,0,0,0,0,0,0,0,0
aparato,0,0,0,0,0,0,0,0,0,0
aparato de relojeria,0,0,0,0,0,0,0,0,0,0
aparecer,0,0,0,0,0,0,0,0,0,0
aparejo,0,0,0,0,0,0,0,0,0,0
aparente,0,0,0,0,0,0,0,0,0,0
aparentemente,0,0,0,0,0,1,0,0,0,0
aparicion,0,0,0,1,0,0,0,0,1,0
apariencia,0,0,0,0,0,0,0,0,0,0
apasionado,0,1,0,0,1,0,1,0,0,1
apatia,0,0,0,0,0,1,0,1,0,0
apatico,0,0,0,0,0,1,0,1,0,0
apelacion,0,1,0,0,0,0,0,0,0,0
apelante,0,0,0,0,0,0,0,0,0,0
apellido,0,0,0,0,0,0,0,0,0,0
apenas,0,0,0,0,0,1,0,1,0,0
apendice,0,0,0,0,0,0,0,0,0,0
apendicitis,0,0,0,1,0,1,0,1,0,0
aperitivo,0,0,0,0,0,0,0,0,0,0
aperitivos,0,0,0,0,0,0,0,0,0,0
apertura,0,0,0,0,0,0,0,0,0,0
apetito,0,0,0,0,0,0,0,0,0,0
apice,0,0,0,0,0,0,0,0,0,0
aplacar,0,0,0,0,0,0,0,0,0,0
aplanadora,0,0,0,0,0,0,0,0,0,0
aplanar,0,0,0,0,0,0,0,0,0,0
aplastada,1,0,1,1,0,1,0,1,0,0
aplastante,1,0,1,1,0,1,0,0,0,0
aplastar,1,0,0,1,0,1,0,0,0,0
aplaudir,0,1,0,0,1,0,1,0,0,1
aplausos,0,0,0,0,1,0,1,0,1,1
aplazamiento,0,0,0,0,0,1,0,0,1,0
aplazando,0,0,0,0,0,0,0,0,0,0
aplazar,0,0,0,0,0,1,0,0,0,0
aplicabilidad,0,0,0,0,0,0,0,0,0,0
aplicable,0,0,0,0,0,0,0,0,0,0
aplicacion,0,0,0,0,0,1,0,0,0,0
aplicar,0,0,0,0,0,0,0,0,0,0
aplomo,0,0,0,0,0,0,1,0,0,0
apocaliptico,0,0,0,0,0,0,0,0,0,0
apoderado,0,0,0,0,0,0,0,0,0,1
apodo,0,0,0,0,0,0,0,0,0,0
apogeo,0,1,0,0,1,0,1,0,0,1
apologetico,0,0,0,0,0,0,1,0,0,1
apologista,0,0,0,0,0,0,0,0,0,0
apostar,0,0,0,0,0,0,0,0,0,0
apostasia,0,0,0,0,0,0,0,0,0,0
apostata,0,0,0,0,0,0,0,0,0,0
apostol,0,0,0,0,0,0,1,0,0,1
apostolico,0,0,0,0,0,0,0,0,0,1
apostrofe,0,0,0,0,0,0,0,0,0,0
apreciable,0,0,0,0,0,0,0,0,0,0
apreciacion,0,0,0,0,1,0,1,0,0,1
aprehender,0,0,0,1,0,0,0,0,0,0
aprender,0,0,0,0,0,0,1,0,0,0
aprendio,0,0,0,0,0,0,0,0,0,0
aprendiz,0,0,0,0,0,0,0,0,0,1
aprendizaje,0,0,0,0,0,0,1,0,0,0
aprensivo,0,1,0,1,0,1,0,0,0,0
apresador,0,0,0,1,0,1,0,0,0,0
apresurado,0,1,0,0,0,1,0,0,0,0
apretado,0,0,0,0,0,0,0,0,0,0
apretando,0,0,0,0,0,0,0,0,0,0
apretar,1,0,0,0,0,0,0,0,0,0
aprobacion,0,0,0,0,0,0,1,0,0,1
aprobar,0,0,0,0,1,0,1,0,0,1
aprobatorio,0,0,0,0,0,0,1,0,0,0
apropiacion,0,0,0,0,0,1,0,0,0,0
apropiado,0,0,0,0,0,0,1,0,0,0
aprovechar,0,0,0,0,0,0,1,0,0,0
aproximacion,0,0,0,0,0,0,0,0,0,0
aproximadamente,0,0,0,0,0,0,0,0,0,0
aproximado,0,0,0,0,0,0,0,0,0,0
aproximando,0,0,0,0,0,0,0,0,0,0
aptitud,0,0,0,0,0,0,1,0,0,0
aptitud fisica,0,0,0,0,0,0,0,0,0,0
apto,0,0,0,0,0,0,1,0,0,0
apuesta,0,0,0,0,0,0,0,0,0,0
apuesta inicial,0,0,0,0,0,0,0,0,0,0
apuesto,0,0,0,0,0,0,1,0,0,0
apuntalar,0,0,0,0,0,0,1,0,0,0
apuntar,0,0,0,0,0,0,0,0,0,0
apuro,0,1,0,0,0,0,0,0,0,0
aquel,0,0,0,0,0,0,0,0,0,0
aquiescencia,0,0,0,0,0,0,0,0,0,0
arada,0,0,0,0,0,0,0,0,0,0
arado,0,0,0,0,0,0,0,0,0,0
arancel,1,0,1,0,0,1,0,0,0,0
araña,0,0,1,1,0,0,0,0,0,0
arbitraje,0,1,0,0,0,0,0,0,0,0
arbitrar,0,0,0,0,0,0,0,0,0,0
arbitro,0,0,0,0,0,0,1,0,0,1
arbol,1,1,1,0,1,0,1,0,1,1
arbol genealogico,0,0,0,0,0,0,1,0,0,1
arboleda,0,0,0,0,0,0,0,0,0,0
arbusto,0,0,0,0,0,0,0,0,0,0
arbustos,0,0,0,0,0,0,0,0,0,0
arca,0,0,0,0,0,0,0,0,0,0
arcada,0,0,0,0,0,0,0,0,0,0
arcaico,0,0,0,0,0,1,0,0,0,0
archipielago,0,0,0,0,0,0,0,0,0,0
archivado,0,0,0,0,0,1,0,0,0,0
archivo,0,0,0,0,0,0,0,0,0,0
archivo adjunto,0,0,0,0,0,0,1,0,0,0
arcilla,0,0,0,0,0,0,0,0,0,0
arco,0,0,0,0,0,0,0,0,0,0
ardid,0,0,0,0,0,1,0,0,0,0
ardiendo,0,0,0,0,0,0,0,0,0,0
ardiente,0,1,0,0,1,0,1,0,0,0
ardilla,0,0,0,0,0,0,0,0,0,0
ardilla de tierra,0,0,0,0,0,0,0,0,0,0
ardor,0,0,0,0,0,0,1,0,0,0
arduo,0,0,0,0,0,1,0,0,0,0
area,0,0,0,0,0,0,0,0,0,0
arena,0,0,0,0,0,0,1,0,0,1
arenoso,0,0,0,0,0,0,0,0,0,0
areola,0,0,0,0,0,0,0,0,0,0
arete,0,0,0,0,0,0,0,0,0,0
argen,0,0,0,0,0,0,0,0,0,0
argumentacion,1,0,0,0,0,0,0,0,0,0
argumento,1,0,0,0,0,1,0,0,0,0
argumentos,1,0,0,0,0,0,0,0,0,0
arido,0,0,0,0,0,1,0,1,0,0
aristocracia,0,0,0,0,0,0,1,0,0,0
aristocrata,0,0,0,0,0,0,0,0,0,0
aristocratico,0,0,0,0,0,0,1,0,0,0
aritmetica,0,0,0,0,0,0,0,0,0,0
arma,0,0,0,0,0,0,0,0,0,0
armada,0,0,0,0,0,0,0,0,0,0
armado,1,0,0,1,0,1,1,0,0,0
armadura,0,0,0,1,0,0,1,0,0,1
armamento,1,0,0,1,0,0,0,0,0,0
armar,0,0,0,0,0,0,0,0,0,0
armario,0,0,0,0,0,0,0,0,0,0
armas de fuego,1,0,0,1,0,1,0,0,0,0
armonia,0,0,0,0,1,0,1,0,0,1
armonicos,0,0,0,0,0,0,0,0,0,0
armoniosamente,0,0,0,0,1,0,1,0,0,1
armonizar,0,0,0,0,0,0,0,0,0,0
aro,0,0,0,0,0,0,0,0,0,0
aroma,0,0,0,0,0,0,1,0,0,0
arpillera,0,0,0,0,0,0,0,0,0,0
arpista,0,0,0,0,0,0,0,0,0,0
arqueado,0,0,0,0,0,0,0,0,0,0
arqueologia,0,1,0,0,0,0,1,0,0,0
arqueologico,0,0,0,0,0,0,0,0,0,0
arqueologo,0,0,0,0,0,0,0,0,0,0
arquero,0,0,0,0,0,0,0,0,0,0
arquetipo,0,0,0,0,0,0,0,0,0,0
arquitecto,0,0,0,0,0,0,0,0,0,0
arquitectura,0,0,0,0,0,0,0,0,0,1
arraigado,0,0,0,0,0,0,1,0,0,1
arrancar,0,0,0,0,0,0,0,0,0,0
arrancar arrebatar,0,0,0,0,0,0,0,0,0,0
arrastramiento,0,0,0,0,0,0,0,0,0,0
arrastrar,0,0,0,0,0,0,0,0,0,0
arrastrarse,0,0,0,0,0,1,0,0,0,0
arrebatado,0,0,0,0,1,0,1,0,1,1
arrebatar,0,0,0,0,0,0,0,0,0,0
arrecife,0,0,0,0,0,0,0,0,0,0
arrecifes,0,0,0,0,0,0,0,0,0,0
arreglar,0,0,0,0,0,0,0,0,0,0
arreglo,0,0,0,0,0,0,0,0,0,0
arrendador,0,0,0,0,0,0,0,0,0,0
arrendajo,0,0,0,0,0,0,0,0,0,0
arrendar,0,0,0,0,0,0,0,0,0,0
arrendatario,0,0,0,0,0,0,0,0,0,0
arrepentido,0,0,0,0,0,1,0,1,0,0
arrepentimiento,0,0,0,0,0,0,0,0,0,0
arrepentirse,0,0,0,1,0,0,1,0,0,0
arrestado,1,0,0,1,0,1,0,0,0,0
arrestar,0,0,0,0,0,1,0,0,0,0
arriesgado,0,1,0,1,0,1,0,0,0,0
arrodillado,0,0,0,0,0,0,0,0,0,0
arrodillarse,0,0,0,0,0,0,0,0,0,0
arrogancia,0,0,0,0,0,1,0,0,0,0
arrogante,1,0,1,0,0,1,0,0,0,0
arrojar,0,0,1,0,0,0,0,0,0,0
arroyo,0,0,0,0,0,0,0,0,0,0
arroz,0,0,0,0,0,0,0,0,0,0
arrozal,0,0,0,0,0,0,0,0,0,0
arruga,0,0,0,0,0,0,0,0,0,0
arrugado,0,0,0,0,0,0,0,1,0,0
arruinado,1,0,1,1,0,1,0,1,0,0
arruinando,0,0,0,0,0,0,0,0,0,0
arruinar,0,0,1,0,0,1,0,0,0,0
arrullo,0,0,0,0,0,0,0,0,0,0
arsenal,0,0,0,0,0,0,0,0,0,1
arsenico,0,0,1,1,0,1,0,1,0,0
arte,0,1,0,0,1,0,1,1,1,0
arteria,0,0,0,0,0,0,0,0,0,0
artesania,0,0,0,0,0,0,1,0,0,0
artesano,0,0,0,0,0,0,1,0,0,0
artico,0,0,0,0,0,0,0,0,0,0
articulacion,0,0,0,0,0,0,1,0,0,0
articular,0,0,0,0,0,0,1,0,0,0
articulo,0,0,0,0,0,0,0,0,0,0
articulos,0,0,0,0,0,0,0,0,0,0
articulos de primera necesidad,0,0,0,0,0,0,0,0,0,0
artificial,0,0,0,0,0,0,0,0,0,0
artificio,0,0,0,0,0,0,0,0,0,0
artilleria,0,0,0,1,0,1,0,0,0,0
artillero,0,0,0,0,0,0,0,0,0,0
artimañas,0,0,0,0,0,0,0,0,0,0
artista,0,0,0,0,0,0,1,0,0,0
artistas,0,0,0,0,0,0,0,0,0,0
artistico,0,0,0,0,0,0,1,0,0,0
artropodo,0,0,0,0,0,0,0,0,0,0
arzobispo,0,0,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,1,0,0,0
asalto,1,0,0,0,0,0,0,0,0,0
asamblea,0,0,0,0,0,0,1,0,0,1
asamblea plenaria,0,0,0,0,0,0,0,0,0,0
asar,1,0,0,0,0,1,0,0,0,0
ascendencia,0,0,0,0,0,0,1,0,0,0
ascender,0,0,0,0,0,0,0,0,0,0
ascension,0,0,0,0,0,0,0,0,0,0
ascenso,0,0,0,0,0,0,1,0,0,0
ascensor,0,0,0,0,0,0,0,0,0,0
ascetico,0,0,0,0,0,0,0,0,0,0
asco,1,0,1,1,0,1,0,1,0,0
ascuas,0,0,0,0,0,0,0,0,0,0
asegurador,0,0,0,0,0,0,0,0,0,0
asegurar,0,0,0,0,0,0,1,0,0,1
asentar,0,0,0,0,0,0,0,0,0,0
asentarse,0,0,0,0,0,0,0,0,0,0
asentir,0,0,0,0,0,0,1,0,0,0
asequible,0,0,0,0,1,0,1,0,0,0
asesinar,1,0,0,1,0,1,0,0,0,0
asesinato,1,0,1,1,0,1,0,1,1,0
asesino,1,0,1,1,0,1,0,1,1,0
asesor,0,0,0,0,0,0,1,0,0,1
asesoramiento,0,0,0,0,0,0,0,0,0,0
asfalto,0,0,0,0,0,0,0,0,0,0
asfixia,1,0,0,1,0,1,0,0,0,0
asiduos,0,0,0,0,0,0,0,0,0,0
asiento,0,0,0,0,0,0,0,0,0,0
asignacion,0,0,0,0,0,0,0,0,0,0
asignar,0,0,0,0,0,0,0,0,0,0
asilo,0,0,0,1,0,1,0,0,0,0
asimetria,0,0,1,0,0,0,0,0,0,0
asimetrico,0,0,0,0,0,0,0,0,0,0
asimilacion,0,0,0,0,0,0,0,0,0,0
asimilar,0,0,0,0,0,0,0,0,0,0
asintotico,0,0,0,0,0,0,0,0,0,0
asistencia,0,0,0,0,0,0,1,0,0,0
asistente,0,0,0,0,0,0,1,0,0,1
asistir,0,0,0,0,0,0,1,0,0,1
asociacion,0,0,0,0,0,0,0,0,0,1
asociado,0,0,0,0,0,0,1,0,0,1
asombro,0,0,0,0,1,0,1,0,1,0
asombrosamente,0,0,0,0,1,0,1,0,1,0
asombroso,0,0,0,0,0,1,0,0,0,0
aspartamo,0,0,0,0,0,0,0,0,0,0
aspecto,0,0,0,0,0,0,0,0,0,0
aspectos,0,0,0,0,0,0,0,0,0,0
aspereza,0,0,0,0,0,1,0,0,0,0
aspersion,0,0,0,0,0,0,0,0,0,0
aspid,0,0,0,1,0,0,0,0,0,0
aspiracion,0,1,0,0,1,0,1,0,1,1
aspirar,0,1,0,0,1,0,1,0,0,0
asqueroso,1,0,1,1,0,1,0,1,0,0
asterisco,0,0,0,0,0,0,0,0,0,0
asteroides,0,0,0,0,0,0,0,0,0,0
astigmatismo,0,0,0,0,0,0,0,0,0,0
astilla,0,0,0,0,0,1,0,0,0,0
astillado,0,0,0,0,0,0,0,0,0,0
astral,0,0,0,0,0,0,0,0,0,0
astringente,0,0,0,0,0,1,0,0,0,0
astrologia,0,0,0,0,0,0,0,0,0,0
astrologo,0,1,0,0,0,0,1,0,0,0
astronauta,0,0,0,0,0,0,1,0,0,0
astronomia,0,0,0,0,0,0,0,0,0,0
astronomo,0,1,0,0,0,0,1,0,0,0
astucia,1,0,1,1,0,1,0,1,1,0
astuto,1,0,1,1,0,1,0,0,0,0
asumiendo,0,0,0,0,0,0,0,0,0,0
asunto,0,0,0,0,0,0,0,0,0,0
asustar,0,0,0,1,0,1,0,1,1,0
atacar,1,0,0,1,0,1,0,0,1,0
atado,0,0,0,0,0,0,0,0,0,0
ataque,1,0,0,1,0,1,0,0,0,0
atar,0,0,0,0,0,1,0,0,0,0
atascado,0,0,0,0,0,0,0,0,0,0
ataud,0,0,0,1,0,1,0,1,0,0
ateismo,0,0,0,0,0,1,0,0,0,0
atemorizado,0,0,0,1,0,1,0,0,1,0
atencion,0,0,0,0,0,0,1,0,0,0
atencion plena,0,0,0,0,0,0,1,0,0,0
atender,0,0,0,0,0,1,0,0,0,1
atento,0,0,0,0,0,0,1,0,0,1
atenuacion,0,0,0,0,0,1,0,1,0,0
atenuado,0,0,0,0,0,1,0,0,0,0
atenuar,0,0,0,0,0,0,0,0,0,0
ateo,0,0,0,0,0,0,0,0,0,0
aterciopelado,0,0,0,0,0,0,1,0,0,0
aterosclerosis,0,0,0,1,0,1,0,1,0,0
aterrizado,0,0,0,0,0,0,1,0,0,0
aterrizaje,0,0,0,0,0,0,0,0,0,0
aterronado,0,0,1,0,0,1,0,0,0,0
aterrorizar,1,0,0,1,0,1,0,1,0,0
atestacion,0,0,0,0,0,0,0,0,0,1
atestado,0,0,0,0,0,0,0,0,0,0
atestiguar,0,0,0,0,0,0,1,0,0,1
atico,0,0,0,0,0,0,0,0,0,0
atigrado,0,0,0,0,0,0,0,0,0,0
atlas,0,0,0,0,0,0,0,0,0,0
atleta,0,0,0,0,0,0,1,0,0,0
atletico,0,0,0,0,0,0,1,0,0,0
atletismo,0,0,0,0,0,0,0,0,0,0
atmosfera,0,0,0,0,0,0,0,0,0,0
atmosferico,0,0,0,0,0,0,0,0,0,0
atolon,0,0,0,0,0,0,0,0,0,0
atomico,0,0,0,0,0,0,0,0,0,0
atomo,0,0,0,0,0,0,1,0,0,0
atornillado,1,0,0,0,0,1,0,0,0,0
atracado,0,0,0,0,0,1,0,0,0,0
atracar,0,0,0,0,0,0,1,0,0,0
atraccion,0,0,0,0,0,0,1,0,0,0
atractivo,0,1,0,0,1,0,1,0,1,1
atraer,0,0,0,0,0,0,0,0,0,0
atrapando,0,0,0,0,0,0,0,0,0,0
atras,0,0,0,0,0,0,0,0,0,0
atrasado,0,1,0,0,0,1,0,1,1,0
atrasos,0,0,0,0,0,1,0,0,0,0
atravesar,0,0,0,0,0,0,0,0,0,0
atrevido,0,0,0,0,0,0,1,0,0,0
atrevimiento,0,1,0,0,0,0,0,0,0,1
atribucion,0,0,0,0,0,0,0,0,0,0
atribuible,0,0,0,0,0,0,0,0,0,0
atributo,0,0,0,0,0,0,0,0,0,0
atrio,0,0,0,0,0,0,0,0,0,0
atrocidad,1,0,1,1,0,1,0,1,0,0
atrofia,0,0,1,1,0,1,0,1,0,0
atroz,1,0,1,0,0,1,0,0,0,0
atuendo,0,0,0,0,0,0,0,0,0,0
atun,0,0,0,0,0,0,0,0,0,0
aturdido,0,0,0,1,0,1,0,0,1,0
aturdimiento,0,0,0,0,0,0,0,0,0,0
audacia,0,0,0,0,0,1,0,0,0,0
audaz,0,0,0,1,0,0,1,0,0,0
audible,0,0,0,0,0,0,0,0,0,0
audicion,0,0,0,0,0,0,0,0,0,0
audiencia,0,0,0,1,0,1,0,0,0,0
auditivo,0,0,0,0,0,0,0,0,0,0
auditor,0,0,0,1,0,0,0,0,0,1
auditoria,0,0,0,0,0,0,0,0,0,0
aullido,1,0,1,1,0,1,0,1,1,0
aumentar,0,0,0,1,0,1,0,0,0,0
aumento,0,0,0,0,0,0,0,0,0,0
aura,0,0,0,0,0,0,1,0,0,0
aureola,0,0,0,0,0,0,0,0,0,0
aurora,0,0,0,0,0,0,0,0,0,0
ausencia,0,0,0,1,0,1,0,1,0,0
ausente,0,0,0,0,0,1,0,1,0,0
auspicios,0,0,0,0,0,0,0,0,0,0
austeridad,0,0,0,0,0,1,0,0,0,0
austero,0,0,0,1,0,1,0,1,0,0
autenticacion,0,0,0,0,0,0,0,0,0,1
autenticar,0,0,0,0,0,0,0,0,0,1
autenticidad,0,0,0,0,0,0,1,0,0,1
autentico,0,0,0,0,1,0,1,0,0,1
auto,0,0,0,0,0,0,0,0,0,0
autobiografia,0,0,0,0,0,0,0,0,0,0
autobus,0,0,0,0,1,0,1,0,0,0
autocratico,0,0,0,0,0,1,0,0,0,0
autografo,0,0,0,0,0,0,0,0,0,0
automatico,0,0,0,0,0,0,0,0,0,1
automovil,0,0,0,0,0,0,0,0,0,0
autonomia,0,0,0,0,0,0,0,0,0,0
autopista,0,0,0,0,0,0,0,0,0,0
autopsia,0,0,1,1,0,1,0,1,0,0
autor,1,0,1,1,0,1,0,1,0,0
autoridad,0,0,0,0,0,0,1,0,0,1
autoritario,0,0,0,0,0,0,1,0,0,1
autorizacion,0,0,0,0,0,0,1,0,0,1
autorizado,0,0,0,0,0,0,1,0,0,1
autorizar,0,0,0,0,0,0,0,0,0,1
auxiliar,0,0,0,0,0,0,0,0,0,0
avalancha,0,0,0,1,0,1,0,1,1,0
avance,0,0,0,0,0,0,1,0,0,0
avanzada,0,0,0,1,0,0,0,0,0,0
avanzado,0,0,0,0,0,0,1,0,0,0
avanzando,0,0,0,0,0,0,0,0,0,0
avaricia,1,0,1,0,0,1,0,0,0,0
avaro,0,1,0,0,0,1,0,0,0,0
avatar,0,0,0,0,0,0,1,0,0,0
ave,0,0,0,0,0,0,0,0,0,0
avena,0,0,0,0,0,0,0,0,0,0
avenida,0,0,0,0,0,0,0,0,0,0
aventura,0,1,0,0,0,0,1,0,0,0
aventura amorosa,0,1,0,0,1,0,1,0,0,1
aventurero,0,0,0,0,0,0,1,0,0,0
avergonzado,0,0,1,0,0,1,0,1,0,0
avergonzar,0,0,0,0,0,1,0,1,0,0
averiguado,0,0,0,0,0,0,0,0,0,0
aversion,1,0,1,1,0,1,0,0,0,0
aves de corral,0,0,0,0,0,0,0,0,0,0
avestruz,0,0,0,0,0,0,0,0,0,0
aviacion,0,0,0,0,0,0,0,0,0,0
aviador,0,0,0,0,0,0,0,0,0,0
avido,0,0,0,0,0,0,0,0,0,0
avion,0,0,0,0,0,0,0,0,0,0
aviso,0,0,0,0,0,0,0,0,0,0
