lyrics,feelings
dejalo vente conmigo navegar nuevo rio velero ira meciendose compas caprichos dejalo subete caballo azul alas blancas quiero veas oigas cerca estrellas cantan dejalo vida entera asuntos problemas quedate siempre alrededor quedate cerca mirar encuentre siempre gente quedate cerca ayuda presencia ser mas fuerte dejalo dejalo sigueme vaya dejalo desprendete aquellas cosas amarran cierra bellos ojos prendete cintura dudar dejalo you might also like,"positivo, confianza, ira"
lyrics amor siento amor siento ganas decir quiero ser cobarde gritar amor puedo mas muero capricho mas miedo perdonar pierdo amor muero asi silencio dificil ser feliz duda amor sincero lastima pensar quiere verdad celos you might also likey detalles tan importantes amor muere muero quiero dificil ser feliz duda amor sincero lastima pensar quiere verdad celos detalles tan importantes amor muere muero porque…te quiero,"positivo, alegria, negativo"
lyrics remate vendo tesoro poca cosa quizas rosa orgullo ilusion venderlo rematare tambien corazon preguntes cuanto dame cosa bella noche amor quizas estrella dame quieras puedas dar final cuentas quiero rematar preguntes cuanto ofrece puedas dame rayo luna estrella mar si puedes pagar regalo contigo nomas dejate amar you might also like preguntes cuanto ofrece puedas dame rayo luna estrella mar si puedes pagar regalo contigo nomas dejate amar,"positivo, alegria, anticipacion"
muchacho viendo venir voy advertir sigas interpretes mal dejala tranquila muchacho halaga verte quererla deslumbrar mil veces coquetea jugar cuidate sueñes sombra guardian dueño amor tenlo cierto nadie va pisar huerto lucharia morir palmo piel valiente tenlo siempre bien presente muchacho deja molestar vas robar sueño bonita entiendo bien creeme siento you might also likemuchacho quiero advertir vuelvas ver lejos loca quiero asi olvidala va serio sombra guardian dueño amor tenlo cierto nadie va pisar huerto lucharia morir palmo piel valiente tenlo siempre bien presente sombra guardian dueño amor tenlo cierto nadie va pisar huerto lucharia morir palmo piel valiente tenlo siempre bien presente,"miedo, negativo, positivo"
tal amor aqui decir acabo puedo mas vivir asi lejos vivir cuestion piel necesidad quieras llamar mas decir amor caido atrapado red tirado corazon acabo bohemia noches enteras razon despertar lado acto sagrado quiero mas decir amor seducido ando loco perdido tras amor si amar pecado morire enamorado tener perdon abrazado cuerpo grande perfecto mejor mejor tal amor aqui decir acabo vine buscar calor solo puedes dar cuestion piel necesidad quieras llamar mas decir amor caido atrapado red tirado corazon acabo bohemia noches enteras razon despertar lado acto sagrado quiero you might also likepero mas decir amor seducido ando loco perdido tras amor si amar pecado morire enamorado tener perdon abrazado cuerpo grande perfecto mejor mas decir amor despertar lado acto sagrado quiero mas decir amor seducido ando loco perdido tras amor si amar pecado morire enamorado tener perdon abrazado cuerpo grande perfecto mejor,"positivo, alegria, negativo"
divina ilusion bello sueño realizo calor alma morira pensando siempre dulce amor ven recuerda bien soñamos siempre hara amor puedo mas siento alma desgarra pues faltan caricias besos amor ven dulce bien dale ilusion saber fin seras divina ilusion bello sueño realizo puedo mas siento alma desgarra pues faltan caricias besos amor you might also likeven dulce bien dale ilusion saber fin seras solo unico amor,"positivo, alegria, sorpresa"
final viaje ensenada ansiedad puede fin soltar equipaje admirando paisaje empezar descansar ultima aventura oasis tranquilidad vendaval locura respuesta preguntas unica verdad amandote vida diferente amandote facil sonreir mas puedo decir viviendo junto tan feliz niño feliz amandote vida diferente amandote facil sonreir mas puedo decir viviendo junto tan feliz niño feliz you might also like manos futuro pasado mas borron nunca sentimiento tan profundo tan hermoso limpio puro inundo corazon amandote vida diferente amandote facil sonreir mas puedo decir viviendo junto tan feliz niño feliz amandote vida diferente amandote facil sonreir mas puedo decir viviendo junto tan feliz niño feliz amandote vida diferente,"positivo, alegria, anticipacion"
vez queria cantarle amor vez queria decir amor niña dia conoci dia amor perdi ven arena plegada mar bien mar podre navegar pues mar escogio ser formar principio final ser diferente toda gente canta amor ser diferente toda gente canta amor amor mas grande mar bien formo parte amor tan bello quise amar verdad niña dia conoci you might also likemas ven arena plegada mar bien mar podre navegar pues mar escogio ser formar principio final ser diferente toda gente canta amor ser diferente toda gente canta amor ser diferente toda gente canta amor ser diferente toda gente canta amor,"positivo, alegria, negativo"
sacaste corazon defenderla ganaste corazon adorarla viste ahora perderla ganarias perdonarla quisiste nadie habias querido diste amor toda vida pensaste corazon olvido ahora sufres dolor partida llora nunca perdones anda busca bien cariño vete acostumbrando traiciones muchas hallaras camino supiste si quiso quiso sabe corazon si quisiste cambio mundo bien sabe goza corazon triste dificil olvidar adora embargo deber ignorarla si justicia mundo pal llora tiempo corazon olvidarla llora nunca perdones anda busca bien cariño vete acostumbrando traiciones muchas hallaras caminoyou might also like,"negativo, positivo, tristeza"
voy ser sincero viejo amigo guardo rencor sino reves locura casi sepultura hiciste favor aun querer voy ser sincero viejo amigo odie toda alma tambien valia solo miopia perdona ofendas saludamela hazme favor dile recuerdo sobra saludamela si verdad hazle amor freno tranquilidad cuida paloma digo broma toman dan voy ser sincero viejo amigo preocuparte tormento casi testamento hiciste regalo creeme you might also like voy ser sincero viejo amigo odie toda alma tambien valia solo miopia perdona ofendas saludamela hazme favor dile recuerdo sobra saludamela si verdad hazle amor freno tranquilidad cuida paloma digo broma toman dan,"positivo, alegria, confianza"
amoras tocas escuchas miras amoras aire respiras lluvia moja noches dias amoras pisas vida mia amoras ries lloras momentos amoras solo pensamiento hueco dejas rosa anhelo amoras dices quiero fuerza extraña irradia presencia amor esencia dios derramo amoras encantas embelezas hecho horas infinitas amor you might also like amora verbo conocia hiciste posible hiciste vida mia,"positivo, alegria, anticipacion"
creeme si pudiera tenerla puedes tener dudaria jamas lucha creeme si preocupa dia amantes quizas olvidalo tonterias hombre hombre tomala tal puedes llenarla amor tendras quejas hombre hombre dejes quitar amala hazla feliz vale pena creeme si pudiera tenerla puedes tener dudaria jamas lucha you might also likecreeme si preocupa dia amantes quizas olvidalo tonterias hombre hombre tomala tal puedes llenarla amor tendras quejas hombre hombre dejes quitar amala hazla feliz vale pena hombre hombre tomala tal puedes llenarla amor tendras quejas hombre hombre dejes quitar amala hazla feliz vale pena hombre hombre tomala tal puedes llenarla amor tendras quejas,"positivo, alegria, negativo"
lyrics si aqui aun amas hace tan dificil olvidar si ausencia solo tristeza quererme asi hace llorar si aqui presientes amor va ser igual si puedes asumir tan feliz intentar conmigo vez mas si aqui aun sientes sabes piel va extrañar si mujer asi completamente amor va gustar you might also like si aqui contigo pedirle olvido corazon si amas verdad felicidad intentar conmigo vez mas dificil volver entender puedes engañar si aqui presientes,"positivo, negativo, tristeza"
lyrics volveras volveras aunque digan llegan trenes ciudad volveras volveras sol mar vuelvas despues siglos mundo muerto empezara girar seras brisa seras rio desiertos lloveras volveras volaremos recuerdos iremos rios sol mar you might also like volveras volveras sol mar volveras volveras sol mar,"anticipacion, alegria, negativo"
nunca gustado ser propiedad mujer mas siempre busco lugar pueda descargar ansiedad solo rindo placer da cualquier mujer quiera tan infiel infiel infiel firma papel esconde silencio olvida tiempo tan infiel infiel infiel perfume mujer impregna cualquier cuerpo espuma viento voy asta hoy mas prisa seguir puedes exigir mas amor you might also like solo rindo placer da cualquier mujer quiera tan infiel infiel infiel firma papel esconde silencio olvida tiempo tan infiel infiel infiel perfume mujer impregna cualquier cuerpo espuma viento tan infiel infiel infiel firma papel esconde silencio olvida tiempo,"negativo, miedo, disgusto"
dia tras dejas ir vida asi culpa mia sufriendo hacer mundo nuevo adios ahora dices palabras inutiles demostrarme acabo mejor olvides sueñes vida hacerme mas luego ven sueños busca amor dia mas vuelve necesito respires cerca beso tras alejas mas dios mio gusto desespero atarte quizas insistencia cansarte mas you might also like digo mejor insistas mas luego resisto asi mejor olvides sueñes vida hacerme mas luego ven sueños busca amor dia mas vuelve necesito respires cerca mejor olvides sueñes vida hacerme mas luego ven sueños busca amor,"alegria, positivo, anticipacion"
lyrics haces mujeres mujeres tan amadas tan amantes tan queridas importantes vidas haces quieres olvidarlas mujeres adueñan amor siempre modo piden quieres darles haces quieres olvidarlas amores pasiones sentimos locuras aventuras vivimos risa llanto dolor mujeres mujeres flores jardin da vida colores perfume espinas dulce amargo cada esquina mujeres bueno malo historia salen estan siempre memoria haces quieres olvidarlasyou might also like,"alegria, positivo, tristeza"
triste soledad esquinas viajera dolor llego vida gente creyo gran amor capaz transformar noche dia forje nido ser cariño plante cruz olvidos ansias enterre mundo atras deje amo crees quiero ven ruegos abismos orgullo estan ciegos you might also likees quiero ven entra herida quererte gaste vida quiero ven ruegos abismos orgullo estan ciegos quiero ven entra herida quererte gaste vida,"tristeza, miedo, negativo"
noche voy salir puedo mas seguir asi quiero mas pensar adelante cuidare noche saldre buscar persona poder hablar reir beber sabe dios pueda suceder si acaso llegamos encontrar dramas personal saludas saludo quedamos cada lugar si acaso llegamos encontrar dramas personal amigo amiga asi cosa vida sigue igual noche voy salir puedo mas seguir asi quiero mas pensar adelante cuidare noche saldre buscar persona poder hablar reir beber sabe dios pueda suceder you might also likey si acaso llegamos encontrar dramas personal saludas saludo quedamos cada lugar si acaso llegamos encontrar dramas personal amigo amiga asi cosa vida sigue igual si acaso llegamos encontrar dramas personal amigo amiga asi cosa vida sigue igual si acaso llegamos encontrar dramas personal amigo amiga asi cosa vida sigue igual,"positivo, anticipacion, confianza"
